2 HUGE  [ 99.61172, 211.25137, 0.0 ] 38 [ 99.61172, 211.25137, 0.0 ]
2 ZOIDBERG  [ 222.86093, 149.08096, 0.0 ] 39 [ 222.86093, 149.08096, 0.0 ]
2 WAY  [ 179.2574, 183.30649, 0.0 ] 40 [ 179.2574, 183.30649, 0.0 ]
2 TWO  [ 225.78307, 159.3317, 0.0 ] 41 [ 225.78307, 159.3317, 0.0 ]
2 WANT  [ 63.146038, 169.2517, 0.0 ] 42 [ 63.146038, 169.2517, 0.0 ]
2 TURNS  [ 93.20356, 20.470205, 0.0 ] 43 [ 93.20356, 20.470205, 0.0 ]
2 OLD  [ 179.87466, 128.47737, 0.0 ] 44 [ 179.87466, 128.47737, 0.0 ]
2 GOOD  [ 244.02219, 168.36383, 0.0 ] 45 [ 244.02219, 168.36383, 0.0 ]
2 SIGHS  [ 137.60036, 4.8174257, 0.0 ] 46 [ 137.60036, 4.8174257, 0.0 ]
2 FIND  [ 188.45132, 92.21951, 0.0 ] 47 [ 188.45132, 92.21951, 0.0 ]
2 SORRY  [ 171.40529, 191.4147, 0.0 ] 48 [ 171.40529, 191.4147, 0.0 ]
2 MEAN  [ 119.29164, 103.705376, 0.0 ] 49 [ 119.29164, 103.705376, 0.0 ]
2 STILL  [ 70.82533, 120.0733, 0.0 ] 50 [ 70.82533, 120.0733, 0.0 ]
2 TAKES  [ 183.97168, 198.96286, 0.0 ] 51 [ 183.97168, 198.96286, 0.0 ]
2 UH  [ 78.46837, 207.46579, 0.0 ] 52 [ 78.46837, 207.46579, 0.0 ]
2 WAIT  [ 167.35371, 3.8850787, 0.0 ] 53 [ 167.35371, 3.8850787, 0.0 ]
2 NEVER  [ 184.86884, 73.33284, 0.0 ] 54 [ 184.86884, 73.33284, 0.0 ]
2 BIG  [ 77.755554, 20.583593, 0.0 ] 55 [ 77.755554, 20.583593, 0.0 ]
2 PUTS  [ 291.31342, 119.65808, 0.0 ] 56 [ 291.31342, 119.65808, 0.0 ]
2 TABLE  [ 211.59242, 32.981804, 0.0 ] 57 [ 211.59242, 32.981804, 0.0 ]
2 NEW  [ 191.92415, 81.38226, 0.0 ] 58 [ 191.92415, 81.38226, 0.0 ]
2 LOOKS  [ 145.86609, 136.28844, 0.0 ] 59 [ 145.86609, 136.28844, 0.0 ]
2 SPACE  [ 245.17027, 140.73138, 0.0 ] 60 [ 245.17027, 140.73138, 0.0 ]
2 THING  [ 28.753754, 74.955505, 0.0 ] 61 [ 28.753754, 74.955505, 0.0 ]
2 WOW  [ 210.73938, 69.48337, 0.0 ] 62 [ 210.73938, 69.48337, 0.0 ]
